股票代码,股票简称,最新涨跌幅,个股热度[20250609],个股热度排名[20250609],market_code,code,最新价
002945.SZ,华林证券,-0.791,1196.5,2989,33,002945,
300250.SZ,初灵信息,0.000,1196.5,2988,33,300250,
300099.SZ,尤洛卡,-1.322,1196.0,2990,33,300099,
600643.SH,爱建集团,-1.156,1195.5,2992,17,600643,
688005.SH,容百科技,0.990,1195.5,2991,17,688005,
600377.SH,宁沪高速,-0.619,1194.5,2993,17,600377,
002440.SZ,闰土股份,-0.410,1194.0,2994,33,002440,
300751.SZ,迈为股份,-0.304,1193.5,2995,33,300751,
301156.SZ,美农生物,-0.356,1192.5,2996,33,301156,
000518.SZ,*ST四环,1.322,1192.0,2997,33,000518,
600337.SH,美克家居,1.395,1191.5,2998,17,600337,
603882.SH,金域医学,-0.100,1191.0,2999,17,603882,
000030.SZ,富奥股份,2.306,1190.0,3000,33,000030,
301303.SZ,真兰仪表,3.148,1189.5,3003,33,301303,
601038.SH,一拖股份,-0.151,1189.5,3002,17,601038,
603327.SH,福蓉科技,-0.347,1189.5,3001,17,603327,
002999.SZ,天禾股份,1.165,1189.0,3004,33,002999,
300560.SZ,中富通,0.472,1186.5,3005,33,300560,
002778.SZ,中晟高科,0.678,1185.0,3006,33,002778,
002774.SZ,快意电梯,0.000,1183.0,3008,33,002774,
603223.SH,恒通股份,1.386,1183.0,3007,17,603223,
002216.SZ,三全食品,-1.271,1182.5,3009,33,002216,
300769.SZ,德方纳米,-0.423,1181.5,3010,33,300769,
603915.SH,国茂股份,-1.656,1181.0,3011,17,603915,
002256.SZ,兆新股份,0.000,1180.5,3013,33,002256,
300134.SZ,大富科技,-0.427,1180.5,3012,33,300134,
003023.SZ,彩虹集团,1.698,1179.0,3014,33,003023,
002531.SZ,天顺风能,-0.898,1178.5,3015,33,002531,
603798.SH,康普顿,1.108,1178.0,3016,17,603798,
603896.SH,寿仙谷,-0.090,1177.5,3017,17,603896,
000633.SZ,合金投资,-1.766,1176.5,3019,33,000633,
000428.SZ,华天酒店,-0.610,1176.5,3020,33,000428,
688228.SH,开普云,-1.670,1176.5,3018,17,688228,
603085.SH,天成自控,-1.429,1176.0,3021,17,603085,
300419.SZ,ST浩丰,2.830,1175.5,3024,33,300419,
300525.SZ,博思软件,-1.665,1175.5,3023,33,300525,
600808.SH,马钢股份,0.293,1175.5,3022,17,600808,
301012.SZ,扬电科技,-0.961,1174.0,3026,33,301012,
835579.BJ,机科股份,-0.915,1174.0,3025,151,835579,
601116.SH,三江购物,-1.096,1172.0,3027,17,601116,
002919.SZ,名臣健康,-1.017,1171.0,3029,33,002919,
838971.BJ,天马新材,1.438,1171.0,3028,151,838971,
600328.SH,中盐化工,-0.140,1170.5,3030,17,600328,
300756.SZ,金马游乐,-1.586,1170.0,3031,33,300756,
300027.SZ,华谊兄弟,-0.800,1169.5,3032,33,300027,
601677.SH,明泰铝业,-0.164,1169.0,3033,17,601677,
301211.SZ,亨迪药业,1.019,1168.5,3035,33,301211,
600305.SH,恒顺醋业,-0.506,1168.5,3034,17,600305,
002207.SZ,准油股份,2.003,1168.0,3039,33,002207,
003015.SZ,日久光电,-0.492,1168.0,3038,33,003015,
601155.SH,新城控股,-2.110,1168.0,3037,17,601155,
603738.SH,泰晶科技,-0.434,1168.0,3036,17,603738,
002901.SZ,大博医疗,-1.346,1167.5,3040,33,002901,
600717.SH,天津港,0.000,1167.0,3042,17,600717,
688428.SH,诺诚健华,2.419,1167.0,3041,17,688428,
300087.SZ,荃银高科,-0.326,1166.0,3044,33,300087,
300820.SZ,英杰电气,-1.136,1166.0,3043,33,300820,
603815.SH,交建股份,1.416,1165.5,3045,17,603815,
000543.SZ,皖能电力,0.272,1160.5,3046,33,000543,
300943.SZ,春晖智控,0.778,1158.0,3047,33,300943,
603589.SH,口子窖,-0.276,1157.5,3048,17,603589,
002631.SZ,德尔未来,-0.217,1157.0,3049,33,002631,
002462.SZ,嘉事堂,-0.148,1156.5,3052,33,002462,
603729.SH,龙韵股份,0.672,1156.5,3051,17,603729,
832522.BJ,纳科诺尔,2.583,1156.5,3050,151,832522,
003039.SZ,顺控发展,0.286,1156.0,3054,33,003039,
605108.SH,同庆楼,-3.056,1156.0,3053,17,605108,
000951.SZ,中国重汽,-0.727,1155.5,3056,33,000951,
600927.SH,永安期货,-0.664,1155.5,3055,17,600927,
000401.SZ,冀东水泥,0.447,1154.5,3058,33,000401,
002182.SZ,宝武镁业,0.434,1154.5,3057,33,002182,
300817.SZ,双飞集团,-1.170,1154.0,3060,33,300817,
603612.SH,索通发展,0.665,1154.0,3059,17,603612,
605336.SH,帅丰电器,2.953,1153.5,3061,17,605336,
300278.SZ,华昌达,-1.828,1152.0,3063,33,300278,
300562.SZ,乐心医疗,-0.944,1152.0,3062,33,300562,
002500.SZ,山西证券,-0.876,1151.0,3064,33,002500,
000720.SZ,新能泰山,1.180,1150.5,3065,33,000720,
001215.SZ,千味央厨,1.066,1150.0,3068,33,001215,
600067.SH,冠城新材,2.091,1150.0,3067,17,600067,
600420.SH,国药现代,0.000,1150.0,3066,17,600420,
300469.SZ,信息发展,-4.123,1149.5,3069,33,300469,
300552.SZ,万集科技,-1.749,1149.0,3071,33,300552,
605196.SH,华通线缆,-0.298,1149.0,3070,17,605196,
300556.SZ,丝路视觉,0.053,1148.5,3073,33,300556,
603519.SH,立霸股份,0.437,1148.5,3072,17,603519,
601636.SH,旗滨集团,0.385,1148.0,3074,17,601636,
601137.SH,博威合金,-0.171,1147.5,3075,17,601137,
300768.SZ,迪普科技,0.535,1147.0,3078,33,300768,
301025.SZ,读客文化,-1.238,1147.0,3077,33,301025,
605166.SH,聚合顺,1.361,1147.0,3076,17,605166,
002666.SZ,德联集团,0.606,1146.5,3079,33,002666,
002327.SZ,富安娜,0.478,1146.0,3080,33,002327,
001376.SZ,百通能源,0.000,1144.5,3083,33,001376,
301018.SZ,申菱环境,-0.056,1144.5,3082,33,301018,
600615.SH,丰华股份,0.540,1144.5,3081,17,600615,
603218.SH,日月股份,-0.779,1144.0,3084,17,603218,
300598.SZ,诚迈科技,-1.181,1143.5,3086,33,300598,
300681.SZ,英搏尔,-2.562,1143.5,3085,33,300681,
300518.SZ,新迅达,2.385,1142.5,3089,33,300518,
301030.SZ,仕净科技,-1.886,1142.5,3088,33,301030,
603966.SH,法兰泰克,1.356,1142.5,3087,17,603966,
000012.SZ,南玻A,0.858,1142.0,3092,33,000012,
301345.SZ,涛涛车业,1.159,1142.0,3091,33,301345,
603090.SH,宏盛股份,-3.757,1142.0,3090,17,603090,
688510.SH,航亚科技,-0.863,1141.5,3093,17,688510,
688443.SH,智翔金泰,-3.893,1141.0,3094,17,688443,
600258.SH,首旅酒店,-0.473,1140.5,3095,17,600258,
000417.SZ,合百集团,-0.355,1140.0,3097,33,000417,
600696.SH,*ST岩石,-1.913,1140.0,3096,22,600696,
600511.SH,国药股份,-0.196,1139.5,3098,17,600511,
001217.SZ,华尔泰,0.271,1136.5,3100,33,001217,
002591.SZ,恒大高新,1.944,1136.5,3099,33,002591,
300880.SZ,迦南智能,-2.385,1134.5,3101,33,300880,
688249.SH,晶合集成,1.490,1133.0,3102,17,688249,
920002.BJ,万达轴承,-1.529,1132.5,3103,151,920002,
300979.SZ,华利集团,-1.738,1131.5,3104,33,300979,
605589.SH,圣泉集团,-0.426,1131.0,3105,17,605589,
002486.SZ,嘉麟杰,0.000,1130.0,3108,33,002486,
301363.SZ,美好医疗,1.609,1130.0,3107,33,301363,
603328.SH,依顿电子,-0.440,1130.0,3106,17,603328,
600455.SH,博通股份,1.090,1129.5,3109,17,600455,
001323.SZ,慕思股份,1.723,1128.5,3110,33,001323,
002918.SZ,蒙娜丽莎,0.593,1128.0,3112,33,002918,
300602.SZ,飞荣达,-0.885,1128.0,3111,33,300602,
600858.SH,银座股份,0.000,1127.0,3113,17,600858,
300912.SZ,凯龙高科,2.583,1126.0,3115,33,300912,
301633.SZ,港迪技术,-2.063,1126.0,3114,33,301633,
301371.SZ,敷尔佳,-0.453,1125.5,3117,33,301371,
601375.SH,中原证券,-0.756,1125.5,3116,17,601375,
872351.BJ,华光源海,0.126,1124.0,3118,151,872351,
300478.SZ,杭州高新,0.000,1123.5,3120,33,300478,
603617.SH,君禾股份,0.427,1123.5,3119,17,603617,
002926.SZ,华西证券,-0.707,1123.0,3121,33,002926,
300197.SZ,节能铁汉,0.000,1122.5,3122,33,300197,
600526.SH,菲达环保,0.204,1122.0,3124,17,600526,
600790.SH,轻纺城,0.262,1122.0,3123,17,600790,
600029.SH,南方航空,-0.336,1121.5,3125,17,600029,
301256.SZ,华融化学,-1.101,1121.0,3126,33,301256,
601330.SH,绿色动力,-0.409,1120.0,3127,17,601330,
300019.SZ,硅宝科技,-0.811,1117.5,3129,33,300019,
603776.SH,永安行,-0.929,1117.5,3128,17,603776,
301616.SZ,浙江华业,0.968,1117.0,3131,33,301616,
600983.SH,惠而浦,0.969,1117.0,3130,17,600983,
688660.SH,电气风电,0.717,1116.5,3132,17,688660,
301042.SZ,安联锐视,2.837,1115.0,3133,33,301042,
300066.SZ,三川智慧,0.000,1114.5,3134,33,300066,
001219.SZ,青岛食品,-0.917,1114.0,3137,33,001219,
002991.SZ,甘源食品,-1.834,1114.0,3136,33,002991,
301220.SZ,亚香股份,0.637,1114.0,3135,33,301220,
872374.BJ,云里物里,0.745,1112.0,3138,151,872374,
002192.SZ,融捷股份,0.242,1111.5,3139,33,002192,
600230.SH,沧州大化,1.170,1111.0,3140,17,600230,
001335.SZ,信凯科技,0.573,1110.5,3142,33,001335,
601860.SH,紫金银行,0.345,1110.5,3141,17,601860,
600663.SH,陆家嘴,-0.650,1110.0,3143,17,600663,
300213.SZ,佳讯飞鸿,-0.249,1109.5,3144,33,300213,
430139.BJ,华岭股份,0.851,1108.5,3145,151,430139,
601133.SH,柏诚股份,0.887,1107.5,3147,17,601133,
603393.SH,新天然气,1.541,1107.5,3146,17,603393,
600433.SH,冠豪高新,1.623,1107.0,3148,17,600433,
000680.SZ,山推股份,-0.325,1105.5,3149,33,000680,
871642.BJ,通易航天,1.300,1104.5,3150,151,871642,
300645.SZ,正元智慧,-0.196,1103.0,3152,33,300645,
300888.SZ,稳健医疗,-3.239,1103.0,3151,33,300888,
601226.SH,华电科工,-0.161,1102.5,3153,17,601226,
688192.SH,迪哲医药,2.603,1101.5,3154,17,688192,
688215.SH,瑞晟智能,3.967,1099.0,3155,17,688215,
000048.SZ,京基智农,0.866,1098.0,3157,33,000048,
600503.SH,华丽家族,-0.389,1098.0,3156,17,600503,
002983.SZ,芯瑞达,1.057,1096.5,3159,33,002983,
688787.SH,海天瑞声,1.450,1096.5,3158,17,688787,
300535.SZ,达威股份,2.086,1094.5,3161,33,300535,
600386.SH,北巴传媒,-0.216,1094.5,3160,17,600386,
600057.SH,厦门象屿,0.448,1094.0,3162,17,600057,
002880.SZ,卫光生物,1.385,1093.5,3164,33,002880,
300050.SZ,世纪鼎利,0.544,1093.5,3163,33,300050,
002868.SZ,*ST绿康,4.478,1093.0,3165,33,002868,
603536.SH,惠发食品,-1.396,1092.5,3166,17,603536,
300358.SZ,楚天科技,-0.264,1091.5,3168,33,300358,
600729.SH,重庆百货,-1.293,1091.5,3167,17,600729,
600004.SH,白云机场,-0.106,1091.0,3169,17,600004,
000059.SZ,华锦股份,0.727,1089.5,3170,33,000059,
002154.SZ,报喜鸟,0.000,1088.5,3173,33,002154,
002893.SZ,京能热力,-0.187,1088.5,3172,33,002893,
600637.SH,东方明珠,-1.062,1088.5,3171,17,600637,
600288.SH,大恒科技,0.000,1088.0,3175,17,600288,
603758.SH,秦安股份,-0.532,1088.0,3174,17,603758,
001203.SZ,大中矿业,0.434,1087.5,3180,33,001203,
002970.SZ,锐明技术,-0.649,1087.5,3178,33,002970,
002769.SZ,普路通,0.769,1087.5,3179,33,002769,
300532.SZ,今天国际,-1.572,1087.5,3177,33,300532,
301131.SZ,聚赛龙,-1.417,1087.5,3176,33,301131,
601818.SH,光大银行,-0.249,1086.5,3181,17,601818,
300937.SZ,药易购,-1.764,1085.5,3184,33,300937,
300998.SZ,宁波方正,-1.149,1085.5,3183,33,300998,
603103.SH,横店影视,-1.107,1085.5,3182,17,603103,
002253.SZ,*ST智胜,0.000,1085.0,3185,33,002253,
600653.SH,申华控股,0.529,1084.5,3186,17,600653,
002160.SZ,常铝股份,1.269,1084.0,3188,33,002160,
300863.SZ,卡倍亿,0.030,1084.0,3187,33,300863,
000430.SZ,ST张家界,-0.392,1083.5,3189,33,000430,
603159.SH,上海亚虹,2.822,1083.0,3191,17,603159,
605333.SH,沪光股份,-1.671,1083.0,3190,17,605333,
300739.SZ,明阳电路,-0.220,1082.0,3192,33,300739,
000778.SZ,新兴铸管,0.565,1081.5,3194,33,000778,
600606.SH,绿地控股,0.000,1081.5,3193,17,600606,
300374.SZ,中铁装配,1.866,1080.5,3195,33,300374,
600538.SH,国发股份,2.650,1080.0,3196,17,600538,
300018.SZ,中元股份,-0.398,1079.5,3199,33,300018,
300597.SZ,吉大通信,1.330,1079.5,3198,33,300597,
301261.SZ,恒工精密,-2.083,1079.5,3197,33,301261,
600970.SH,中材国际,0.659,1079.0,3200,17,600970,
605080.SH,浙江自然,-0.034,1078.5,3201,17,605080,
600123.SH,兰花科创,0.307,1078.0,3202,17,600123,
603386.SH,骏亚科技,0.629,1077.5,3204,17,603386,
688047.SH,龙芯中科,-0.023,1077.5,3203,17,688047,
603958.SH,哈森股份,-1.102,1077.0,3205,17,603958,
688360.SH,德马科技,-3.880,1076.5,3206,17,688360,
603995.SH,甬金股份,0.186,1076.0,3208,17,603995,
920019.BJ,铜冠矿建,4.159,1076.0,3207,151,920019,
832786.BJ,骑士乳业,0.359,1075.5,3209,151,832786,
600408.SH,安泰集团,1.463,1074.5,3211,17,600408,
600691.SH,阳煤化工,0.926,1074.5,3210,17,600691,
000004.SZ,*ST国华,0.304,1073.5,3213,33,000004,
603530.SH,神马电力,-1.888,1073.5,3212,17,603530,
000715.SZ,中兴商业,-0.355,1071.0,3214,33,000715,
603189.SH,网达软件,-0.672,1070.0,3215,17,603189,
001209.SZ,洪兴股份,-1.859,1069.0,3216,33,001209,
300293.SZ,蓝英装备,-1.533,1068.5,3217,33,300293,
300594.SZ,朗进科技,2.838,1068.0,3219,33,300594,
600777.SH,ST新潮,,1068.0,3218,22,600777,
832149.BJ,利尔达,2.324,1067.0,3220,151,832149,
002850.SZ,科达利,-1.362,1066.5,3221,33,002850,
300679.SZ,电连技术,-2.421,1066.0,3223,33,300679,
600400.SH,红豆股份,-0.455,1066.0,3222,17,600400,
002219.SZ,新里程,-0.424,1065.5,3225,33,002219,
300052.SZ,ST中青宝,-0.210,1065.5,3224,33,300052,
600545.SH,卓郎智能,0.000,1065.0,3226,17,600545,
300755.SZ,华致酒行,-0.729,1064.5,3227,33,300755,
688063.SH,派能科技,3.000,1064.0,3228,17,688063,
601619.SH,嘉泽新能,0.000,1063.5,3229,17,601619,
002367.SZ,康力电梯,0.290,1063.0,3230,33,002367,
002382.SZ,蓝帆医疗,0.555,1062.5,3231,33,002382,
600076.SH,康欣新材,1.316,1062.0,3232,17,600076,
002493.SZ,荣盛石化,0.824,1060.5,3234,33,002493,
300359.SZ,全通教育,-1.235,1060.5,3233,33,300359,
300849.SZ,锦盛新材,1.265,1060.0,3235,33,300849,
300795.SZ,米奥会展,1.424,1057.0,3236,33,300795,
300304.SZ,云意电气,-0.404,1056.5,3237,33,300304,
001231.SZ,农心科技,0.815,1054.5,3238,33,001231,
301121.SZ,紫建电子,1.059,1054.0,3240,33,301121,
688608.SH,恒玄科技,1.719,1054.0,3239,17,688608,
300854.SZ,中兰环保,0.536,1052.0,3241,33,300854,
605169.SH,洪通燃气,0.274,1050.5,3242,17,605169,
000429.SZ,粤高速A,0.492,1050.0,3245,33,000429,
002283.SZ,天润工业,-1.520,1050.0,3244,33,002283,
002677.SZ,浙江美大,0.832,1050.0,3243,33,002677,
600749.SH,西藏旅游,0.784,1049.0,3247,17,600749,
688390.SH,固德威,-0.423,1049.0,3246,17,688390,
000932.SZ,华菱钢铁,0.648,1048.5,3249,33,000932,
300217.SZ,东方电热,0.000,1048.5,3248,33,300217,
605028.SH,世茂能源,0.800,1048.0,3250,17,605028,
002895.SZ,川恒股份,0.000,1047.0,3252,33,002895,
603082.SH,北自科技,-1.589,1047.0,3251,17,603082,
600262.SH,北方股份,-1.058,1046.5,3254,17,600262,
688167.SH,炬光科技,0.438,1046.5,3253,17,688167,
002075.SZ,沙钢股份,-0.345,1046.0,3255,33,002075,
003013.SZ,地铁设计,0.883,1045.5,3256,33,003013,
002030.SZ,达安基因,-0.655,1045.0,3257,33,002030,
000598.SZ,兴蓉环境,1.485,1044.5,3259,33,000598,
301162.SZ,国能日新,-3.059,1044.5,3258,33,301162,
300168.SZ,万达信息,-0.538,1043.5,3260,33,300168,
300303.SZ,聚飞光电,-0.336,1042.5,3261,33,300303,
002841.SZ,视源股份,-1.087,1042.0,3262,33,002841,
300152.SZ,ST新动力,-0.407,1040.5,3264,33,300152,
301299.SZ,卓创资讯,1.563,1040.5,3263,33,301299,
300792.SZ,壹网壹创,-1.631,1040.0,3265,33,300792,
300428.SZ,立中集团,0.632,1039.0,3266,33,300428,
300271.SZ,华宇软件,0.261,1038.5,3267,33,300271,
300609.SZ,汇纳科技,-1.171,1038.0,3268,33,300609,
000757.SZ,浩物股份,1.978,1036.5,3271,33,000757,
002088.SZ,鲁阳节能,0.086,1036.5,3270,33,002088,
002496.SZ,*ST辉丰,1.266,1036.5,3269,33,002496,
603898.SH,好莱客,2.872,1035.5,3272,17,603898,
000552.SZ,甘肃能化,0.830,1035.0,3273,33,000552,
001282.SZ,三联锻造,-0.955,1034.0,3275,33,001282,
688201.SH,信安世纪,-0.780,1034.0,3274,17,688201,
002824.SZ,和胜股份,0.790,1033.0,3277,33,002824,
301298.SZ,东利机械,1.296,1033.0,3276,33,301298,
300922.SZ,天秦装备,-1.201,1032.5,3278,33,300922,
603709.SH,中源家居,2.498,1032.0,3279,17,603709,
002043.SZ,兔宝宝,-0.794,1031.0,3282,33,002043,
002668.SZ,TCL智家,0.200,1031.0,3281,33,002668,
300770.SZ,新媒股份,-0.148,1031.0,3280,33,300770,
300709.SZ,精研科技,-1.781,1030.5,3283,33,300709,
688567.SH,孚能科技,0.533,1030.0,3285,17,688567,
835640.BJ,富士达,-2.214,1030.0,3284,151,835640,
002628.SZ,成都路桥,0.932,1029.5,3287,33,002628,
300365.SZ,恒华科技,-1.260,1029.5,3286,33,300365,
300503.SZ,昊志机电,-1.397,1029.0,3289,33,300503,
600918.SH,中泰证券,-0.951,1029.0,3288,17,600918,
600609.SH,金杯汽车,-0.947,1028.5,3290,17,600609,
002357.SZ,富临运业,0.237,1028.0,3291,33,002357,
002839.SZ,张家港行,0.893,1027.5,3293,33,002839,
688692.SH,达梦数据,-2.616,1027.5,3292,17,688692,
002706.SZ,良信股份,0.000,1027.0,3294,33,002706,
002321.SZ,华英农业,0.000,1026.5,3296,33,002321,
600176.SH,中国巨石,0.000,1026.5,3295,17,600176,
001256.SZ,炜冈科技,0.094,1026.0,3299,33,001256,
301381.SZ,赛维时代,-1.280,1026.0,3298,33,301381,
603172.SH,万丰股份,2.585,1026.0,3297,17,603172,
002021.SZ,中捷资源,1.754,1025.5,3300,33,002021,
000058.SZ,深赛格,0.123,1025.0,3301,33,000058,
002442.SZ,龙星科技,1.795,1024.0,3303,33,002442,
300822.SZ,贝仕达克,-1.634,1024.0,3302,33,300822,
301159.SZ,三维天地,0.794,1023.0,3305,33,301159,
600741.SH,华域汽车,-0.781,1023.0,3304,17,600741,
603648.SH,畅联股份,-0.192,1021.5,3306,17,603648,
605555.SH,德昌股份,0.288,1021.0,3307,17,605555,
000718.SZ,苏宁环球,-2.655,1018.5,3310,33,000718,
002206.SZ,海利得,-0.197,1018.5,3309,33,002206,
603339.SH,四方科技,0.929,1018.5,3308,17,603339,
000851.SZ,*ST高鸿,0.797,1017.5,3312,33,000851,
601577.SH,长沙银行,1.005,1017.5,3311,17,601577,
002022.SZ,科华生物,0.656,1017.0,3313,33,002022,
000419.SZ,通程控股,-1.913,1016.5,3314,33,000419,
001333.SZ,光华股份,1.049,1016.0,3315,33,001333,
301185.SZ,鸥玛软件,-0.877,1015.5,3317,33,301185,
603124.SH,江南新材,-1.066,1015.5,3316,17,603124,
300729.SZ,乐歌股份,-1.278,1015.0,3318,33,300729,
601900.SH,南方传媒,-0.313,1014.5,3320,17,601900,
603320.SH,迪贝电气,-0.451,1014.5,3319,17,603320,
002997.SZ,瑞鹄模具,-0.992,1014.0,3323,33,002997,
300183.SZ,东软载波,-0.672,1014.0,3322,33,300183,
600822.SH,上海物贸,-0.679,1014.0,3321,17,600822,
002845.SZ,同兴达,0.151,1013.5,3325,33,002845,
688049.SH,炬芯科技,0.875,1013.5,3324,17,688049,
600537.SH,亿晶光电,0.350,1011.5,3326,17,600537,
603897.SH,长城科技,-0.669,1011.0,3327,17,603897,
002392.SZ,北京利尔,-0.641,1010.5,3329,33,002392,
300382.SZ,斯莱克,1.323,1010.5,3328,33,300382,
600909.SH,华安证券,-0.706,1010.0,3330,17,600909,
603838.SH,*ST四通,4.975,1009.5,3332,22,603838,
603999.SH,读者传媒,-0.478,1009.5,3331,17,603999,
000301.SZ,东方盛虹,-0.238,1008.5,3335,33,000301,
300968.SZ,格林精密,0.445,1008.5,3334,33,300968,
603003.SH,*ST龙宇,,1008.5,3333,22,603003,
300565.SZ,科信技术,1.123,1007.5,3336,33,300565,
600168.SH,武汉控股,0.424,1006.5,3338,17,600168,
837821.BJ,则成电子,-0.176,1006.5,3337,151,837821,
688333.SH,铂力特,-3.975,1006.0,3339,17,688333,
002825.SZ,纳尔股份,-0.683,1005.0,3341,33,002825,
688301.SH,奕瑞科技,-0.660,1005.0,3340,17,688301,
301330.SZ,熵基科技,0.438,1004.0,3343,33,301330,
600061.SH,国投资本,-0.280,1004.0,3342,17,600061,
001330.SZ,博纳影业,-1.525,1003.5,3344,33,001330,
002962.SZ,五方光电,0.282,1002.5,3347,33,002962,
600694.SH,大商股份,-0.796,1002.5,3346,17,600694,
603801.SH,志邦家居,-0.481,1002.5,3345,17,603801,
301105.SZ,鸿铭股份,1.228,1002.0,3350,33,301105,
600055.SH,万东医疗,-1.803,1002.0,3349,17,600055,
600539.SH,狮头股份,-0.093,1002.0,3348,17,600539,
300559.SZ,佳发教育,-1.437,1000.5,3352,33,300559,
300960.SZ,通业科技,-0.738,1000.5,3351,33,300960,
300588.SZ,熙菱信息,1.760,1000.0,3354,33,300588,
600359.SH,新农开发,0.285,1000.0,3353,17,600359,
000035.SZ,中国天楹,-0.458,998.5,3356,33,000035,
002051.SZ,中工国际,0.600,998.5,3355,33,002051,
832171.BJ,志晟信息,-3.215,997.5,3357,151,832171,
600792.SH,云煤能源,1.818,996.0,3358,17,600792,
688755.SH,汉邦科技,-1.264,995.5,3359,17,688755,
603822.SH,嘉澳环保,3.222,994.0,3360,17,603822,
300393.SZ,中来股份,0.940,993.5,3361,33,300393,
300860.SZ,锋尚文化,-2.362,993.0,3362,33,300860,
300608.SZ,思特奇,-0.524,992.5,3363,33,300608,
600894.SH,广日股份,0.972,991.5,3364,17,600894,
002404.SZ,嘉欣丝绸,-0.635,990.5,3365,33,002404,
301361.SZ,众智科技,-3.428,988.5,3368,33,301361,
430564.BJ,天润科技,3.081,988.5,3367,151,430564,
600903.SH,贵州燃气,-0.144,988.5,3366,17,600903,
002836.SZ,新宏泽,0.872,987.5,3370,33,002836,
600429.SH,三元股份,0.000,987.5,3369,17,600429,
002608.SZ,江苏国信,0.268,987.0,3372,33,002608,
831087.BJ,秋乐种业,-2.368,987.0,3371,151,831087,
301008.SZ,宏昌科技,-1.105,985.5,3374,33,301008,
002125.SZ,湘潭电化,0.606,984.0,3376,33,002125,
603312.SH,西典新能,2.421,984.0,3375,17,603312,
603199.SH,九华旅游,-0.501,983.5,3378,17,603199,
603876.SH,鼎胜新材,0.230,983.5,3377,17,603876,
688116.SH,天奈科技,0.375,983.0,3379,17,688116,
600604.SH,市北高新,-1.085,982.5,3380,17,600604,
603860.SH,中公高科,1.027,981.5,3381,17,603860,
600272.SH,开开实业,-0.790,980.5,3383,17,600272,
600381.SH,*ST春天,1.874,980.5,3382,22,600381,
603383.SH,顶点软件,-2.009,980.0,3384,17,603383,
301251.SZ,威尔高,-0.117,979.5,3385,33,301251,
000548.SZ,湖南投资,1.318,979.0,3387,33,000548,
001201.SZ,东瑞股份,1.633,979.0,3386,33,001201,
600234.SH,科新发展,-2.464,978.5,3389,17,600234,
600965.SH,福成股份,0.197,978.5,3388,17,600965,
002572.SZ,索菲亚,-0.712,978.0,3393,33,002572,
600581.SH,八一钢铁,0.654,978.0,3392,17,600581,
603222.SH,济民健康,0.646,978.0,3390,17,603222,
603217.SH,元利科技,1.128,978.0,3391,17,603217,
301320.SZ,豪江智能,-1.046,977.5,3395,33,301320,
605567.SH,春雪食品,1.010,977.5,3394,17,605567,
003033.SZ,征和工业,-0.069,976.5,3396,33,003033,
002993.SZ,奥海科技,-0.583,976.0,3401,33,002993,
300275.SZ,梅安森,-0.871,976.0,3400,33,300275,
300605.SZ,恒锋信息,-0.548,976.0,3399,33,300605,
301109.SZ,军信股份,-0.602,976.0,3398,33,301109,
836077.BJ,吉林碳谷,-2.957,976.0,3397,151,836077,
002399.SZ,海普瑞,-0.655,974.5,3404,33,002399,
600323.SH,瀚蓝环境,-0.197,974.5,3403,17,600323,
600968.SH,海油发展,1.474,974.5,3402,17,600968,
603908.SH,牧高笛,0.121,973.5,3405,17,603908,
300807.SZ,天迈科技,-0.573,972.5,3407,33,300807,
600369.SH,西南证券,-0.939,972.5,3406,17,600369,
300424.SZ,航新科技,0.000,972.0,3408,33,300424,
300292.SZ,吴通控股,-0.210,971.0,3411,33,300292,
300590.SZ,移为通信,0.241,971.0,3410,33,300590,
600857.SH,宁波中百,1.490,971.0,3409,17,600857,
002675.SZ,东诚药业,-0.546,970.5,3412,33,002675,
300695.SZ,兆丰股份,-2.069,970.0,3413,33,300695,
002672.SZ,东江环保,0.441,969.5,3415,33,002672,
688068.SH,热景生物,-3.604,969.5,3414,17,688068,
603580.SH,*ST艾艾,0.803,969.0,3416,22,603580,
603708.SH,家家悦,-0.092,967.0,3417,17,603708,
688050.SH,爱博医疗,-0.920,966.5,3418,17,688050,
301128.SZ,强瑞技术,0.623,965.0,3420,33,301128,
605266.SH,健之佳,-2.887,965.0,3419,17,605266,
002972.SZ,科安达,1.544,964.5,3421,33,002972,
301199.SZ,迈赫股份,0.283,963.5,3423,33,301199,
603298.SH,杭叉集团,-1.552,963.5,3422,17,603298,
002032.SZ,苏泊尔,-0.361,962.5,3425,33,002032,
002695.SZ,煌上煌,0.200,962.5,3424,33,002695,
300514.SZ,友讯达,0.076,961.5,3426,33,300514,
300196.SZ,长海股份,0.323,961.0,3427,33,300196,
600388.SH,龙净环保,1.046,959.5,3428,17,600388,
688382.SH,益方生物,-0.033,959.0,3429,17,688382,
301210.SZ,金杨股份,-0.312,958.5,3430,33,301210,
301508.SZ,中机认检,0.183,956.5,3431,33,301508,
002921.SZ,联诚精密,0.790,955.5,3432,33,002921,
002746.SZ,仙坛股份,0.667,955.5,3433,33,002746,
000608.SZ,*ST阳光,3.243,955.0,3434,33,000608,
000685.SZ,中山公用,-0.117,954.5,3435,33,000685,
601828.SH,美凯龙,-1.361,953.0,3437,17,601828,
832419.BJ,路斯股份,-2.490,953.0,3436,151,832419,
002871.SZ,伟隆股份,1.402,952.0,3440,33,002871,
601233.SH,桐昆股份,0.370,952.0,3439,17,601233,
